text,label,notes
"this is like the boy version of buying an etsy witch spell gone wrong",low_effort_quip
"I'd just wish for my cat to be alive again, maybe that's just me.",personal_reaction
"the real horror is male entitlement and nice guy syndrome.",personal_reaction
"Along with THE DRAMA it appears that this year is a banner one for thinly-disguised rom-coms about feckless men unable to deal with the interiority/agency of the women upon which they fixate. An extremely funny movie.",cinematic_critique
"feel bad movie of the year",personal_reaction
"Movie so good it made me recover my Letterboxd password",low_effort_quip
"wouldn't happen to me. no sir. i have my eyes on the prize. i'm sick of selling tubas at the andy richter music store. they're big and bulky and i always gotta carry them to a car 'cause the sixth graders are too small. i use my wish willow to revolutionize the tuba industry. ""i want to invent a brand new tuba. it's called tuba 2."" immediately, my phone is blowing up off the hook. tuba 2 is flying off the shelves. every music store in the country is demanding more stock. guillermo's. geoff the robot's. i'm moderately famous. the kind of famous that got you dancing on ellen. which i do. someone else used their willow to bring ellen back. i start dating my crush. she loves me for me. she says as much. ""i love your industriousness"" ""i'm so lucky to be with the tuba 2 guy"" ""it was so sexy to do the worm on ellen"" things of that nature. seven months later, it all comes crashing down. my agent is begging me for the next invention but i'm out of ideas. my trash can is full of crumpled post-its. most of them are just euphoniums. tom hanks goes on ellen calling it ""twoba"" and the name sticks. my dumb ass never thought to trademark it. knockoff tuba 2s are flooding the market. every middle schooler's buying temu twobas (star wars name) and i don't see a single dime. i'm a laughing stock. i come home to my girl and she'll only kiss me with open eyes. i see the writing on the wall. i beg my best friend to break a willow and wish I trademarked ""twoba."" the willow adds my name to a trademark for ""chuba."" i forgot my friend is british. I don't know any other people. three days later, she's gone. she left me for tom hanks. truth be told, she never loved me. she loved the tuba 2 money. there's nothing i can do but go back to the music store, hat in hand. i spend the rest of my days, mournfully selling knockoffs of my own invention to children. i don't even know how to play the fucking thing. movie was good",low_effort_quip
"this is the same shit timothee chalamet did with kylie jenner i just can't prove it",low_effort_quip
"the last ten minutes nearly sent me into cardiac arrest",personal_reaction
"""oh no an insanely attractive person is madly in love with me"" Alright man some people have real problems",low_effort_quip
"was cheering for queen nikki to fuck his loser shit up",personal_reaction
"we all had that one relationship 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",low_effort_quip
"I loved that bit where Nikki gets mad and she just straight up does this face: ☹️",low_effort_quip
"Hansel and Gretel incest fanfic is.. new",low_effort_quip
"witnessing inde navarrette's performance in this is how i imagine it felt to watch isabelle adjani's subway scene in possession upon its premiere. you feel like you're getting in on the ground floor of something truly special, something that will be studied and celebrated for decades to come - both for the performance and performer. so often the industry has to play ""catch-up"" with the most revered performances in genre films, rarely giving them their due in the moment and only celebrating the towering talents of their performer when they flex them in more ""conventional"" fare. the recent widespread embrace of work like demi moore's in the substance and amy madigan's in weapons gives me hope navarrette won't suffer a similar fate, but then again, unlike those two, navarrette is a ""new face"" easier to overlook until she's made ""more of a name for herself"" a decade or so down the line. but in my opinion, it might be even more impressive for a relative unknown to break out of near obscurity with a single role that holds its own against some of the best the genre has ever seen. and sure, awards aren't everything. this is a performance that'll endure whether it's honored that way or not. but wouldn't it be cool for them to be ahead of the curve for once? great art doesn't always need time to age into its greatness. sometimes, that's just how it arrives.",cinematic_critique
"This is just a regular day for lesbians.",low_effort_quip
"To have the audacity of a mediocre white boy",low_effort_quip
"Sex and the City from Big's perspective",low_effort_quip
"me and who jkjk",low_effort_quip
"The best ""watch on a Friday night in a packed theater with a very vocal crowd"" movie I've seen in ages",personal_reaction
"It has been over an hour since I got out of the theater for this and I genuinely still feel a bit nauseous. Torrential stress and fear and twisted comedy and tension beyond belief. I have not felt this way physically after seeing a film in a very long time. Sick to my stomach and sweating. I am fucking disgusting right now. No coherent thoughts. The two lead performances, especially Inde Navarrette, are generational. The authenticity and awkwardness Bear has… more",personal_reaction
"What was I thinking going to see this in a theater? I'm a coward. This was terrifying.",personal_reaction
"Inde navarrette i see your future and its very bright that's a performance of a lifetime!",cinematic_critique
"She gave him the thicc thighs pussy SANDWICH 🙀",low_effort_quip
"A man's complete blind spot to a woman's personhood and interiority taken to cruel extremes — fun to pair with The Drama. Rewatching this movie, I think I found the kernel that separates it from its YouTube-to-cinema contemporaries: Rather than perpetuating shallow ""isn't it all so fucked up"" provocations, Obsession sinks its audience into a gnawing discomfort. There's a tightrope here that Curry Barker walks, and he wobbles to either get a laugh or a wince, but he never lets you forget that everything Bear does is violatingly evil. Obviously everyone is giving Inde Navarrette her due flowers for all the unbelievable gags, but the scenes where Nikki's agency peeks through are some of the most upsetting things you'll see all year.",cinematic_critique
"when he had the gun in his mouth and couldn't pull the trigger, i leaned over to my friend and whispered ""chekhov's oxy"" REALLY fucking scary, especially in the back half. horrifically sad, so many scenes hit like a brick to the face thanks to good worldbuilding. the billion dollars raining down from the ceiling? the phone call of nikki screaming on the other line? her begging for death in her sleep? about as impressive as horror can get",cinematic_critique
"The way I was rooting for the girl behind me to survive this movie.",personal_reaction
"my dumbass would've wished for a diet coke",low_effort_quip
"sick as fuck lol",personal_reaction
"At the screening, I was wearing the same sweater as Bear (Michael Johnston) wears in the movie. That adds an extra level of cringe to the viewing experience. Bear was hoping Nikki (Inde Navarrette does a lot of the heavy lifting here) and him could be more than friends. I was hoping to look good in my sweater. As Bear, I can make all the One Willow Wishes in the world, my hopes will never come true, not really. Even a movie star like Michael Johnston doesn't look good in it. What were you thinking, crazy old man? Nikki will never really love Bear. Not in that way. When forced into obsession, an almost naked Nikki wears nothing but that sweater to watch Bear sleep. The sweater smells like him. It is a very soft and cosy sweater. It feels so good on your naked skin. And mine smells great too. Unfortunately for Bear, Nikki does some even weirder shit than that. As the movie progresses it moves from cringe to uncomfortable funny. Funny for us, not so funny for Bear, Ian (Cooper Tomlinson), Sarah (Megan Lawless) and the tragic Nikki. As far as romantic horror comedies go, this is a pretty dark one. I am with the hype. If it wasn't a hype already, I am now officially declaring it one. Before jumping on the hype train, check if you are okay with male anxiety and female hysteria.",personal_reaction
"Budget under one million but there are certainly over one million fans.",low_effort_quip
"just men driving women insane and then leaving once it becomes too much to handle",low_effort_quip
"This movie has two of my songs in it … so 5 stars.",low_effort_quip
"My first five-star for a 2026 release! I'm calling it now, Obsession is the scariest movie of the year..",personal_reaction
"Nikki — ""Don't worry, it's all your fault, I'm glad you wanted it""",low_effort_quip
"This is one of the most fucked up movies I've ever seen in my motherfucking life, HOLY FUCKING SHIIT!! Also, one of the most scariest movies I have ever seen in my life. This is Movie of the damn Year! (Or should i say movie of the fucking Decade) 🫢🫢🫢",personal_reaction
"Inde Navarrette, that was one hell of an audition tape for Smile 3.",low_effort_quip
"I'm literally obsession with obsession.",low_effort_quip
"WHY DID SHE WALK LIKE THAT",personal_reaction
"Amazing movie about violating someone's autonomy and the utter horror that you deserve when you do that 😀",personal_reaction
"With peace and love, I have no idea what's going on with the love for this movie. It's... really bad? On a writing and directing level, this movie feels like it was made by high schoolers. Everything is so amateurishly cobbled together and scattershot, to a point where it's almost shocking it was released like this. Decisions as simple as where the camera is, when a cut is made, or where a scene starts or ends so regularly feel unintentionally bizarre and ill-fitting. It mistakes being LOUD for being effective, when so often all it has to lean back on is ""oh my god isn't she SO CRAZY?!?!"" The sad thing is that there's actually some decent threads that could be pulled on and followed here. When it's most effective is the moments where we see Nikki's actual consciousness trying breaking through. Credit to Inde Navarrette who, let's be clear, is phenomenal across this whole movie, and not only far and away the best part of it, but also the only reason why anything about it that works does work at all. The shimmers where we're able to get windows into her perspective are harrowing, but that never really feels like the perspective through which this film was envisioned, and the lens it was built from isn't even dug into beyond the most rudimentary observations. There's nothing remotely terrifying about the litany of ""oh she's so weird"" shallow monotony Barker employs, nor the irritatingly vacuous shock value being hammered in. But what is genuinely unnerving is when we're forced to reckon with the real human being who is lost and confused and afraid in there. Who has no idea what's happening to her, and at a certain point is simply begging to be put out of her misery. That's where the human toll of this story comes into play, and Navarrette really raises that above what's on the page to make it land. On the counter, the entirety of what's going on with Bear is kind of a disaster. We never get much of a sense of the inner life of this guy. Not before the wish, but also not even after. Scenes with him just drone on with him giving the same sort of blank or freaked out expression, but it feels torturous wanting to know more about what he's actually thinking or feeling beyond ""this is so weird."" Unfortunately that seems to be where the script's insights really end. And while Navarrette is able to elevate the material, it's the opposite for Michael Johnston, who feels like he's drowning trying to make even the smallest gesture or line of dialogue work here. There's a moment where Johnston's character asks Nikki, ""What would be so wrong with being with me?,"" which for maybe the first time felt like a mildly intriguing look into his psyche. It was horrifying to hear after everything he had seen that this was the first question he would think to ask Nikki in this specific moment, and I wanted to scream, ""Yes, let's dig into that!"" but two seconds later we were sitting in a car waiting for the next big obvious jump scare. I don't know, I found this whole thing miserably tedious, with its few bright spots only serving to further frustrate things. Inde Navarrette very much innocent though, as she delivers one of the best horror performances in recent years.",cinematic_critique
"i want to be the detective who tries to understand what happened after this movie",low_effort_quip
"Genuinely what I put my boyfriend through on an average Tuesday.",low_effort_quip
"Friends to lovers (derogatory)",low_effort_quip
"Inde Navarrette gives such a magically inventive performance that will rip into your skin and make home. Nikki as a character is disgustingly in your face and knows your next expectations as a viewer. Dancing almost quite literally with this awkward thick air brought on by Bear's frustrating selfish cowardice. Yet she's unapologetic to decimating the empathy you might build. You're in this forever just as he is.",cinematic_critique
"What the film has going for it is Inde Navarrette's performance. It is bold, inventive, biting, and revelatory in all the ways the film itself can only dream of embodying. As the film lurches to its obvious, mean-spirited conclusion, it is evident Nikki is merely a vehicle for shocking moments of brutal violence, gross-out dark humor, and male fears of women who are just too much. But Navarrette gives a stunning performance that clearly delineates between real-Nikki's fear and whatever entity is housed in her body's malevolent manic pixie nightmare act. She brings such remarkable detail to a character that is ultimately merely a tool for the film's middling scares and lack of imagination. It isn't a bad movie overall, I was entertained. But mostly I was frustrated. There's a damning scene that touches on the wounds Barker lacks the curiosity and ingenuity to explore. Bear gets urgent texts from Sarah to meet immediately. He slips from the bed when another moment in which the real Nikki breaks through occurs. She speaks directly to him. ""Bear, please kill me,"" she repeatedly pleads. She mentions that ""she"", as in the entity housed in Nikki's body, is asleep. She begs to be freed from this hellish prison. ""Is it so bad being with me?"" Bear asks. ""I've never been with you, Bear,"" Nikki responds. This is a moment of remarkable cowardice — not just Bear's refusal to look at the horror his actions have engendered, but the cowardice of the filmmaker himself. Every time these characters have had sex Nikki is essentially being raped. The movie is so eager to frame Bear as a victim, it loses out on a far richer line of inquiry and muddles its own story.",cinematic_critique
"If she really loved him she would have offered to hold it while he peed",low_effort_quip
"A film about how men are incapable of taking initiative. Whether it's confessing their love to the girl they like or killing themselves.",low_effort_quip
"When he wants a freak but can't handle it",low_effort_quip
"Certainly made by a young man in his 20s",personal_reaction
"What what what insane I love horror is so back lately. Watched this before a night shoot lol time to go solve mysteries. This made Fred Jones scream btw",personal_reaction
"i say this as a bartender who works at a bar that does trivia: DO NOT DO TRIVIA. do not go to it. do not make a ritual out of it with your friends. answer no questions. NONE. trivia is a disease. a sickness. week after week, wednesday rolls around and i have to watch helpless as people conflate the recollection of facts with a purchase on truth. if you do trivia, what happens in this movie happens to you.",low_effort_quip
"When Curry's voice pops up I die laughing every time. The rest of the time I just die. Inde Navarette pulling an Isabelle Adjani-level performance out of nowhere should be recognized. The most terrifying perspective in this movie is Nikki's and I love that so much.",cinematic_critique
"I can not fucking believe the amount of rapey reviews I've been reading on here: people wanting the One Wish Willow sticks to do the same thing to their crush. Nikki has NO FREE WILL. She did not consent to having sex with Bear — you can see it in her eyes that she's trapped while he's raping her. When we hear the real her, she literally begs him to put her down because she can't take the pain of what he's put her through. He only tried to free her from the curse when it begun affecting him. If this applies to you, fuck you!",personal_reaction
"'Would you still love me if I was a fish?' would have me sweating 😰",personal_reaction
"Part of what makes Obsession so unpredictable is its tendency to keep the scales of comedy and horror unbalanced. Here is a movie that will swing wildly from laugh out loud sight gags and absurdist line-reads to a deeply disturbing image at any moment's notice. The film is built on this uneasy tension, and it keeps the viewer on their toes. As an examination of the 'nice guy' and the 'dream girl', consent culture, coercion etc - it's not a slam dunk. But as a thrilling night out at the multiplex? Succeeds with flying colors. Look out for Inde Navarrette's performance here. Truly remarkable. She's the vital source of the film's wicked and ravenous energy.",cinematic_critique
"call me nikki the way i am obsessed with this movie",low_effort_quip
"If I had a ""One Wish Willow,"" I'd wish to be a 26-year-old filmmaker who made such a successful mid-length horror feature on YouTube that I then get the chance to make a million-dollar Blumhouse feature which — upon making its entire production budget back in one day — allows me to not only direct another horror film starring Aaron Paul and Bryce Dallas Howard, but also sees A24 handing me the keys to the Texas Chain Saw franchise. But maybe that's just me.",low_effort_quip
"Mean-spirited fucking mayhem, precisely placed on a knife's edge. The seamless transitions between dark comedy and actual dread (mostly thanks to Inde Navarrette, who is ridiculously good) are pretty astounding - often occurring within a single line. Carries the uncomfortable charm of a romcom from 20 years ago, as well as the vicious tone that's almost defined 2020s horror to this point. It's a complete riot: had me sat up & locked in within the first ten minutes. Cruelty left plain, as cutthroat as anything, and, despite a relatively obvious outcome, it never loses its intensity. Great fun.",cinematic_critique
"I wanted to leave a silly review along the lines of ""Het-slop /threat"" and leave it at that but this movie is gross in a way that I can't just let go. The horror real horror of this movie is that Nikki is being forced into a relationship, romantic and sexual, by having her body literally stolen from her. For most of the movie she is possessed by some non-specified wish entity that makes her be in love with Bear. There are a few moments when we see real Nikki come out and scream in agony or beg for death before going back to being possessed. The movie isn't really interested in telling that story though. This movie is about a man who is being terrorized by a wish gone wrong and Nikki is collateral. This movie relishes in the humiliation and brutalization of the two women who star in it. Once you start noticing how horror directors treat women and their bodies vs men's you will never stop seeing it.",cinematic_critique
"If I'm being honest, it can get a bit tiring to bring up Hereditary every time a new horror movie drops that feels even slightly ambitious. After watching Obsession, I'm starting to wonder if we're on the cusp of another shift. If you had told me this was Curry Barker's feature debut, I wouldn't have believed you. The guy moves like a veteran. There were several moments where I was legitimately stressed out because I genuinely had no idea what was coming next, especially with Inde Navarrette's character. She sinks her teeth into this role and doesn't let go. This is one of those movies that demands more than one viewing. If Curry Barker keeps making movies at this level, he's going to be a household name in the horror genre for years to come.",cinematic_critique
"That's what he gets for never getting consent! Do better MEN",personal_reaction
"this freaked the shit out of me. I think coz so much of it felt familiar but bloody hell. what a movie. shows a great idea doesnt need a huge budget. lets do more of this and less remakes / super hero movies eh",personal_reaction
"I'LL RIP MY EYES OUT OF MY FUCKING SKULL AND SHOVE THE BARREL UP MY PUSSY BITCHHHHHHH",personal_reaction
"A man at war with himself will always disrupt a woman's peace",low_effort_quip
"Movie theaters will never fucking die. Sitting in a sold out crowd of people losing their minds is what life is all about. One of the best debut horror movies I've ever seen but I also wished I was warned about the dead cat stuff.",personal_reaction
"bro literally summoned a real life yandere",low_effort_quip
"Finally a hyped up horror film i really really liked, the combination of Curry Barker's filmmaking and Inde Navarrette's performance elevate this so far beyond the tropes it's playing with, it's almost relieving how well it builds and maintains a constant feeling of dread and suspense. I could have watched it for hours. Easily the most terrifying when it leans into the themes of agency and lets us into Nikki's experience losing hers. One of my favorites from SXSW, can't wait to see it again!!",cinematic_critique
"death to all rapists!!!",personal_reaction
"Not sure why I want to go to bat for this one, especially when a lot of people I like and respect seem intent on taking a bat to it. I've now seen Obsession twice and think it to be a rich text. I'm compelled by the filmmaker's decision to never let us see Nikki except through Bear's eyes. Bear is mostly projecting loneliness and need onto another party, which sets the tone for what is pretty obviously a movie about a pernicious form of nice-guy entitlement. Nikki is a cipher precisely because Bear doesn't really know her, which gives the moments where her submerged consciousness suddenly emerges a little bit of friction. That question — if it really would have been so bad to have been with him — comes from a dark place, and however Barker has accessed it, I've been affected by it two times now.",cinematic_critique
"there is the ""save that cat"" character introduction and then there is Bear excitedly going to bar trivia to chicken out in front of his crush the same night that he accidentally killed his cat",low_effort_quip
"Really brilliant addition to the snapping a stick goes wrong cinematic universe. It's always exciting to see a new voice pop onto the scene fully formed, and man sometimes I forget how much of a treat it is to watch a cast of fresh faces.",cinematic_critique
"The feel-bad romcom of the year.",low_effort_quip
"Holy fuck. Wow. See this movie. Truly excellent. Everything about it. No words. Watch it. 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥",personal_reaction
"My soul left my body a few times.",personal_reaction
"One of the worst downstream effects of Wolf of Wall Street being basically the most important and influential movie of the 21st century is that its structure and moralizing has become the fall-back for basically any story. Obsession is a WoWS-like. It is a movie where we see a thing happen, but only on the periphery. An insecure man accidentally robs a woman of her bodily autonomy to a supernatural degree, creating a misogynistic caricature that is ironically ruining his life, so he just kills himself to escape any culpability. I like a mean movie, and this is mean, occasionally to great effect. But it is sloppy and uncommitted in ways I found really disappointing. Fundamentally, the movie is not prepared to give incels their fantasy and it does a really bad job of it. It would be more effective to be clear, but Barker is 26 and this is his first movie and he doesn't know how to write a woman speaking normally. You can point out how we never truly see Nikki, how he reveals pathetic sadistic entitlement when she's asleep, how much of the film is filtered through his eyes. But it's not really prepared to suggest that using DARVO tactics might make Bear feel really good. It is not confident enough to really commit to being evil enough to sell the depths of its depraved roundabout empathy.",cinematic_critique
"My girlfriend is exactly like this but she tells me it's normal",low_effort_quip
"nobody show this movie to club chalamet",low_effort_quip
"Basically a perfect and effective horror film but it also likely ruined my psyche for the rest of the goddamn week. Bit of a mindfuck as it reminded me of the many nightmares I've had in my life where I was cornered with some absurdly unrealistic and tragic ultimatum. Lead actress will work forever.",personal_reaction
"Oh my god everybody in my theater needs to kill themselves I'm so serious I've seen this movie three times and this was the worst theater experience everybody had their damn phone on full brightness and everybody was laughing the entire time even when shit was not funny. Everybody was like ""omg crazy bitch movie"" like no that's actually the girl trapped in her body being raped movie",personal_reaction
"go ahead and start engraving inde navarrette on the oscar",cinematic_critique
"how did A24 not secure this for their portfolio? ideas of co-dependency, consensus, projection & the scrutinizing of romantic concepts meet ""elevated horror"", genre nostalgia & cringe humor. sounds like that would have fit like a custom-designed glove for the indy powerhouse. I dig that Curry Baker lowbudget-immersing himself into this adventure without double bottom. Obsession has a lot of good ideas and a mostly decent execution to offer. Michael Johnston has gauche, timid, dorky Joaquin Phoenix energy, Inde Navarrette's transformation from manic pixie dream girl to desiring object & obsessive stalker puppet is frighteningly zany & crackpot.",cinematic_critique
"so for my 10th watch i thought i'd do a full write up as there's so much i want to say about this very special movie. obsession has had such a profound effect on me and i want to give it the appreciation and discussion it deserves. yes, obsession is terrifying and does an incredible job of being a horror movie. but there's so much to dissect. starting with themes of agency and autonomy, nikki quite literally has these stripped away from her, which by itself is absolutely heartbreaking. curry barker stated it's essentially a sunken place situation, where nikki sees and hears everything but is in the passenger seat, unable to take control. the bedroom scene is a big one, where bear rapes nikki, who is stone-faced crying (the real nikki) but making sounds (entity nikki). what makes this even more upsetting is pre-wish nikki is a genuinely good person with big hopes and aspirations. there's this whole discourse on social media on whether bear is a villain and i honestly can't even comprehend how that's not obvious — he is not only the bad guy, but completely subhuman. the ending is incredibly bleak and upsetting, but i truly feel the original darker ending would've been too much. this is why obsession will remain my number one movie for the rest of the year. a very, very special movie.",cinematic_critique
"It's official, Curry Barker has The Sauce.",low_effort_quip
"Has some of the greatest understanding of the lack of accountability of men and weaponized incompetence and transforms it into one of the most mean-spirited horror films in recent memory. A miracle by so many standards, has a masterful understanding of horror and comedy and blends it into pure nightmare fuel. I will truly never forget the warm soft lightning infused with the silhouettes, clearly one of the richest and most textured horror films in recent memory as well.",cinematic_critique
"Lotta stammering",low_effort_quip
"Inde Navarrette manages to capture this insane balance of carnal insanity & morose helplessness while we watch her lose agency and it's fucking frightening. You look into her eyes and there's two souls: the one trapped in the sunken place & the other, an infatuated puppeteer steering the ship into oblivion. Can't get over the physicality of the performance too — she's like a robot merged with a snake. Deeply unsettling stuff combined with impeccable comedic timing. She'll make you feel fear, sorrow and somehow sneak in some moments that make you cackle. All my stocks are Inde Navarrette believe dat.",cinematic_critique
"choosing to believe nikki took ian's money, skipped town and is now living a happy prosperous life as a successful writer :)",personal_reaction
"Obsession votre honneur ! L'avocat dyslexique",low_effort_quip
"Loved this movie. Brilliant performances. Visceral discomfort. In many ways Nikki is a dream role for me. Lock Baron up!!!!!!!!!!!!!!",personal_reaction
"inde navarrette vs. florence pugh in a ☹️ off when??",low_effort_quip
"Considering Possession is my favorite movie of all time, I pretty much knew from the title and description alone that this was gonna be my kind of film. Fucking Curry Barker, I love you, man. Dude, Inde Navarrette's performance alone is an easy 5 stars. Amazing story, amazing soundtrack, amazing cinematography, amazing ending, amazing fucking movie 🫦 Easily the best horror film of the year so far, and honestly I seriously doubt anything's gonna knock it out of the top spot.",personal_reaction
"his grandma had so many hat boxes omg…",low_effort_quip
"oh my god please DO NOT ask me to make aromantic people watch this I'm not putting them through all that",low_effort_quip
"You're gonna be hearing a lot about this one. Manages to take a completely shop-worn premise, blows the dust off of it, and takes it to its most logical ending place. In the process, it deploys a kind of manic, evil cruelty that cuts right through the sugar-coated bullshit that lies on the surface of every romantic comedy where the cool girl is a prize to be won, not a real person or anything. Flips between the modes of excruciating, funny, and completely fucking mean-spirited on a dime. I loved it.",cinematic_critique
"Well that was a whole new feeling",personal_reaction
"No shade because I actually loved it a lot/Inde Navarrette is brilliant/great and unsettling atmosphere from start to finish/the score was gorgeous…but the whole time I kept thinking about labels like ""trans film"" and ""queer slasher"" and how I wish I lived in a world where a movie like this was talked about in the same way. Like when I watch movies like this or Knock at the Cabin I wish they were classified as a ""heterosexual thriller"" or ""monogamy horror."" It portrays a social/romantic anxiety that I just can't relate to at all as a trans poly dyke with good boundaries. Anyway…good and fun movie tho.",personal_reaction
"first of all, i feel like i need to address this before going any further because unfortunately, everyone always overhypes everything. DISCLAIMER: no, this is not the greatest horror film of the century. this is not elevated horror. this is campy horror, and will be judged as such. now with that being said, it was really good. what makes the film work as well as it does is Inde Navarette. what a monstrous talent! the amount of subtle emotional shifts she's able to pull off from one second to the next is insanity. it never becomes over the top. the other thing that really works is baker's ability to constantly blur fear and laughter together. he's not scaring you in the traditional sense. he's making you uncomfortable, conflicted, embarrassed, sometimes all at once. but the film definitely has flaws. the secondary characters are weak, some of the dialogue doesn't land, and visually it feels safe and conventional. but what i found genuinely interesting is the subtext: the film quietly understands from beginning to end that he is never the victim. it's about the desire for control, emotional cowardice, and the selfish male ego.",cinematic_critique
"Personally if I was in this movie I would have wished for womens rights or equality or something like that. But that's just me and how my mind works. Then the movie would have been less scary too",low_effort_quip
"Details I only noticed after several rewatches: Nikki wasn't possessed by some entity from ""One Wish Willow,"" but rather she's a version of Bear representing his obsession. After Bear makes the wish, Nikki says ""my cat died,"" then corrects herself, saying it was Bear's cat, but she was referring to herself as if she were Bear. So she's just a version of Bear and not just any entity. Another explanation is in the photos with Bear's lunch where it says ""it's you, not me."" This was the real Nikki trying to say that everything happening was Bear's version controlling her. So all the obsession is actually Bear's. And if Nikki really is a version of Bear, then it means that Bear doesn't love anyone, he loves himself. ""One Wish Willow"" just makes those obsessions extravagant.",cinematic_critique
"Pisces representation.",low_effort_quip
"Je ne me suis pas chié dessus comme ça depuis Barbare",personal_reaction
"This being the biggest pickup at TIFF by a distributor makes a lot of sense. Everything about its high-concept cringey teen rom-com turned gory possession movie and sense of style is readymade to slide alongside the Philippous or Creggar. On one level that did kind of give this a bit of a ceiling for me, just how obviously it's chasing its own commercial packaging aspirations. But on the other, how this goes about stretching such a one-note premise to nearly 2 hours and keeps it constantly moving and escalating was pretty impressive. My favorite details were all the horrific ones about what it might look and feel like to lose autonomy over your body — the scream on the phone call, the begging for death in sleep bit, the ending. Shoutout to Inde Navarrette who this is basically a showcase for. Every little stare, smile, disgusting bit of violence or body horror has a manic fixation to it that just keeps getting more and more intense until its breaking point.",cinematic_critique
"Sue me: I like going to the AMC, eating popcorn, and chatting with my friends about new movies. But I don't like it this much. The genre has gone to a place that not even critical interest can carry me, so, unless there is a really good reason to do so, I will not be attending these movies anymore. At the very least not the ones directed by YouTubers. Nearly every shot in this film is center-framed with ample headspace. The content is almost irrelevant when the formal means through which that content is expressed are so bankrupt and hacky. For horror movies about the repression of female rage in patriarchal romance, please refer to Sisters, Audition, and Gone Girl. Those movies offer layered, intricate, and provocative explorations of the theme in question. I really don't understand why anyone would accord a movie like Obsession the same level of esteem as those films.",cinematic_critique
"no chance.",low_effort_quip
"i wish for inde navarrette to win an oscar *crack*",low_effort_quip
"how the fuck does she move like that",personal_reaction
